Vehicle_ID,Vehicle_Type,Speed (km/h),Position_X,Position_Y,Vehicle_Priority,Communication_Mode,Slice_ID,Slice_Type,Requested_Bandwidth (Mbps),Allocated_Bandwidth (Mbps),Scheduling_Algorithm,Latency (ms),Energy_Consumption (W),AI_Optimization_Score,Vehicle_Mobility_Index,Congestion_Level,Signal_Strength (dBm),Traffic_Density,Weather_Condition,Throughput (Mbps),AI_Decision_Time (ms),Network_Stability_Index,Packet_Loss_Rate (%),Throughput_Efficiency,Time_Stamp,Time_of_Day
V792,Motorcycle,86,326,643,0,V2V,Slice2,URLLC,226,86,Reinforcement Learning,93,48,0.7516153762402706,0.7422631121645987,3,-76,33,Snow,110,48,7.572688372406221,3.0645084513125136,0.8864691244993558,2025-01-25 04:14:06,Evening
V793,Motorcycle,20,324,509,1,V2X,Slice2,eMBB,156,220,Reinforcement Learning,19,48,0.7941590549665174,0.7285673694883434,3,-80,16,Fog,122,36,7.292210423602894,1.1612765819591986,0.8761680385268215,2025-01-25 09:22:23,Afternoon
V794,SUV,35,857,753,0,V2V,Slice3,eMBB,113,184,Simulated Annealing,97,29,0.8930546368015929,0.6191645388567193,3,-84,48,Clear,114,15,7.292553815001265,4.2503957133475625,0.8127428435550947,2025-01-25 03:19:57,Evening
V795,Sedan,86,780,633,0,V2X,Slice2,URLLC,252,84,Reinforcement Learning,33,25,0.9922253639208964,0.6303899321763161,1,-66,12,Rain,122,33,6.843830355454163,0.43948966393302813,0.7972826151615547,2025-01-25 09:13:37,Night
V796,SUV,87,552,474,0,V2X,Slice3,mMTC,277,59,Simulated Annealing,36,23,0.748498739648896,0.7380199622125079,3,-78,54,Fog,92,16,7.588785810406135,0.584697606844477,0.8587314894142644,2025-01-25 03:45:13,Evening
V797,Sedan,72,218,499,0,V2X,Slice3,mMTC,128,191,Genetic Algorithm,29,48,0.7297489846875689,0.49810268192949314,10,-79,63,Snow,110,37,8.194899637279367,1.9245132728076209,0.7040215188133435,2025-01-25 06:41:17,Morning
V798,SUV,54,400,806,1,V2X,Slice3,mMTC,265,71,Reinforcement Learning,92,48,0.9774708440250248,0.6811662708738291,8,-81,4,Snow,104,15,9.758092094741606,4.497990941463153,0.8728418026474408,2025-01-25 11:05:03,Afternoon
V799,SUV,84,393,170,1,V2X,Slice2,URLLC,104,53,Reinforcement Learning,28,33,0.8490821257848316,0.7044335783677256,4,-74,94,Snow,50,40,8.90047332911164,4.11245584247201,0.8000168048306197,2025-01-25 11:46:51,Afternoon
V800,Truck,89,524,17,0,V2I,Slice1,URLLC,82,169,Genetic Algorithm,68,17,0.8836564765421908,0.8120423678114954,3,-75,80,Snow,137,47,9.6429023482557,4.544601813616047,0.9326749299096078,2025-01-25 11:50:01,Night
V801,SUV,113,889,31,0,V2V,Slice1,URLLC,269,58,Reinforcement Learning,28,31,0.7061894952743418,0.7569032369542301,6,-76,87,Clear,75,21,6.873891919590342,3.5035271016299574,0.7411459873700053,2025-01-25 21:19:36,Afternoon
V802,Sedan,89,662,708,0,V2I,Slice2,mMTC,217,89,Simulated Annealing,12,44,0.7979498088625169,0.5962464961078596,8,-84,80,Snow,112,49,6.993576134461957,3.1080439739799033,0.9168038886957538,2025-01-25 19:02:35,Evening
V803,Motorcycle,69,277,484,1,V2X,Slice3,eMBB,53,85,Genetic Algorithm,67,15,0.8514885134452583,0.7184202814443679,7,-61,47,Clear,45,27,7.214759478681417,3.9185287407183407,0.8338925847258705,2025-01-25 10:56:07,Morning
V804,Sedan,44,737,667,1,V2X,Slice2,mMTC,253,75,Genetic Algorithm,74,11,0.7778971951066576,0.41172269404794465,7,-82,79,Rain,46,26,9.868943529116981,0.9990651720278099,0.8262826758033159,2025-01-25 19:14:42,Night
V805,Motorcycle,106,648,294,1,V2I,Slice2,mMTC,257,230,Genetic Algorithm,46,10,0.9416648302933766,0.8123826528712765,10,-90,89,Snow,132,12,8.111066361937299,0.5568779443660671,0.7136104701043983,2025-01-25 18:13:07,Night
V806,Motorcycle,98,457,844,0,V2V,Slice3,mMTC,189,215,Reinforcement Learning,48,24,0.8820264635490042,0.5393779832338096,2,-70,20,Fog,79,11,9.28916633626477,4.652076499060586,0.8031000174389022,2025-01-25 03:54:36,Morning
V807,Sedan,46,567,725,0,V2I,Slice3,URLLC,95,171,Reinforcement Learning,46,38,0.9866026736220768,0.8996438924052608,2,-78,74,Clear,51,47,9.254647974215588,4.187763451447611,0.9797126638631766,2025-01-25 19:47:23,Evening
V808,Sedan,24,184,154,1,V2X,Slice2,eMBB,134,48,Genetic Algorithm,33,17,0.9092056636869839,0.8340356178017172,4,-61,23,Clear,69,16,9.541954770617389,2.107364036484887,0.7036704011693417,2025-01-25 09:01:44,Afternoon
V809,Truck,85,273,52,1,V2X,Slice3,eMBB,203,70,Genetic Algorithm,32,43,0.7460994651589412,0.4958658893794349,3,-68,94,Snow,115,39,6.823100486908423,3.890525190959316,0.7430211437660126,2025-01-25 18:19:11,Afternoon
V810,Sedan,81,546,264,1,V2V,Slice2,eMBB,250,214,Genetic Algorithm,83,21,0.8567614453738136,0.5932048944102656,9,-89,37,Snow,121,25,8.070747598333249,2.5499763914113287,0.9357490918644786,2025-01-25 04:51:51,Evening
V811,Sedan,114,757,474,1,V2X,Slice1,URLLC,197,187,Reinforcement Learning,35,35,0.7462714035693939,0.8485517177029365,6,-89,3,Snow,104,10,8.370091949904651,0.0816002455467707,0.8218726718406073,2025-01-25 14:03:50,Night
V812,Truck,59,309,818,1,V2V,Slice1,eMBB,163,104,Simulated Annealing,89,27,0.9582643600387291,0.8229134710695092,7,-72,5,Clear,54,11,8.053987863610958,0.07553871661339806,0.7442436091330789,2025-01-25 12:36:33,Afternoon
V813,SUV,113,931,976,0,V2V,Slice3,mMTC,167,179,Reinforcement Learning,10,17,0.7991892346134272,0.7230385408159152,9,-81,33,Fog,108,30,9.416013746494254,2.3644090867001992,0.7520539011645906,2025-01-25 07:44:55,Afternoon
V814,SUV,72,970,651,0,V2X,Slice3,URLLC,262,137,Simulated Annealing,16,48,0.8312158616172949,0.5768382592296559,3,-61,45,Fog,136,28,9.74955120979585,2.931340799708533,0.7357986920362829,2025-01-25 18:01:31,Morning
V815,Truck,58,516,779,0,V2V,Slice1,mMTC,91,129,Genetic Algorithm,22,47,0.9613255860776925,0.7134335948316118,5,-64,22,Snow,40,31,6.884790356761689,4.113834284192908,0.7131840157835355,2025-01-25 02:21:08,Morning
V816,Truck,102,168,610,1,V2X,Slice3,eMBB,118,194,Reinforcement Learning,62,49,0.7793804509575674,0.9948907125058364,4,-84,48,Snow,92,35,6.231532647047013,2.9485932648156385,0.9975257238771198,2025-01-25 10:22:35,Afternoon
V817,Sedan,23,187,631,1,V2I,Slice1,eMBB,293,162,Reinforcement Learning,70,18,0.8379578437539696,0.6418340934512603,10,-83,17,Rain,94,48,8.943152619801063,2.9657001486241583,0.8462724454415677,2025-01-25 13:41:34,Night
V818,Truck,110,265,475,0,V2X,Slice3,eMBB,238,48,Reinforcement Learning,45,48,0.9354930983068466,0.7149982476459107,6,-90,37,Snow,147,29,8.03802780621207,4.9836625274455795,0.7799211262647542,2025-01-25 15:44:18,Night
V819,Motorcycle,28,141,285,0,V2V,Slice1,eMBB,188,203,Genetic Algorithm,30,41,0.7198474938660899,0.8816797654304777,8,-87,80,Rain,61,29,9.755047203469838,0.008073062124284713,0.8557524954255851,2025-01-25 19:27:51,Morning
V820,Truck,112,848,666,1,V2X,Slice1,mMTC,246,241,Genetic Algorithm,29,19,0.7832705013932153,0.4169149225858475,1,-75,31,Fog,128,32,8.837274314640997,1.7427291105536014,0.8109387917513339,2025-01-25 16:01:30,Night
V821,Truck,90,804,810,0,V2V,Slice3,URLLC,257,180,Genetic Algorithm,29,45,0.7331769402940058,0.9502190126385958,4,-64,62,Snow,124,16,7.249535087340904,4.647648612080578,0.9443996709672414,2025-01-25 02:19:37,Evening
V822,SUV,61,50,351,0,V2X,Slice2,eMBB,189,236,Simulated Annealing,83,33,0.9235183237845249,0.9086498991805787,10,-84,21,Fog,95,40,8.124983958891542,1.9148876539531667,0.880058563650403,2025-01-25 17:24:36,Morning
V823,Truck,24,213,313,1,V2X,Slice1,URLLC,150,190,Simulated Annealing,73,17,0.7440442310132201,0.7293981436410055,8,-74,74,Fog,45,36,9.594167836463022,1.2020616780672522,0.9491031470330564,2025-01-25 08:09:39,Morning
V824,Sedan,50,897,948,1,V2V,Slice1,mMTC,275,224,Simulated Annealing,10,34,0.9876385106738041,0.7212615466683738,6,-73,34,Snow,42,20,9.393189390046556,2.191699389763672,0.7707052513923858,2025-01-25 14:00:29,Morning
V825,Sedan,117,852,229,1,V2X,Slice3,eMBB,175,73,Reinforcement Learning,53,35,0.8141442862496328,0.9476332165692232,6,-90,61,Fog,85,10,7.86877159347112,3.838839672546852,0.8623443554486586,2025-01-25 15:30:58,Night
V826,SUV,81,302,231,1,V2V,Slice3,URLLC,113,177,Reinforcement Learning,72,21,0.8587470134617289,0.8231984670495512,9,-66,10,Snow,85,22,6.8871945364155795,3.814076945549348,0.7789856249857601,2025-01-25 03:45:21,Morning
V827,Sedan,60,340,517,0,V2I,Slice2,URLLC,199,226,Simulated Annealing,42,35,0.766770580378406,0.8593975522685267,1,-90,19,Clear,45,45,6.425406362718064,1.6668031467023008,0.7756189682361897,2025-01-25 13:53:52,Night
V828,Sedan,103,403,990,1,V2I,Slice1,mMTC,64,129,Genetic Algorithm,87,44,0.9530404434242032,0.5378285332625209,4,-79,73,Rain,48,47,6.686788006850779,0.5885779463634444,0.7542058751319037,2025-01-25 16:20:54,Night
V829,Sedan,48,19,756,0,V2X,Slice1,URLLC,145,115,Reinforcement Learning,28,33,0.7716818308606725,0.4059034241220277,5,-79,27,Clear,87,20,7.768533052483477,4.822174585658768,0.8204377760593223,2025-01-25 05:09:38,Evening
V830,Sedan,95,473,128,0,V2V,Slice2,eMBB,274,46,Simulated Annealing,50,25,0.8440177798035454,0.6636257530996414,1,-80,59,Clear,51,17,8.86628284146424,1.1522255136576198,0.9090750888357535,2025-01-25 13:36:12,Evening
V831,Truck,47,41,298,0,V2X,Slice1,eMBB,148,204,Reinforcement Learning,62,47,0.9897517315404494,0.4649908741174609,5,-85,46,Snow,107,37,6.687010092166119,4.636561267865665,0.8523010161575044,2025-01-25 22:55:56,Morning
V832,SUV,57,216,20,0,V2V,Slice1,eMBB,117,196,Reinforcement Learning,33,15,0.8417948052302971,0.6491086178070067,4,-68,38,Snow,40,29,8.730690264856936,2.015930157957657,0.9917665130836805,2025-01-25 10:21:01,Morning
V833,Motorcycle,47,124,715,1,V2I,Slice3,eMBB,257,174,Simulated Annealing,84,49,0.8510780669530313,0.7789106336270051,2,-64,95,Fog,80,10,7.218558130170257,4.93904532786977,0.779668340529063,2025-01-25 11:04:12,Evening
V834,Sedan,94,136,523,0,V2V,Slice1,eMBB,169,214,Simulated Annealing,64,48,0.9590062255291204,0.7631136334809208,5,-67,60,Rain,66,49,8.503435638883145,1.2407991987251084,0.9071023635645152,2025-01-25 09:01:40,Afternoon
V835,Motorcycle,28,680,375,0,V2X,Slice2,eMBB,251,99,Genetic Algorithm,85,27,0.9676293227684536,0.8137462995486282,4,-84,70,Snow,79,10,7.944876815415276,3.344769283931572,0.8124394470087026,2025-01-25 21:00:37,Afternoon
V836,Motorcycle,50,997,228,0,V2X,Slice2,URLLC,158,143,Genetic Algorithm,62,45,0.9115360508824913,0.48493232338892506,1,-80,57,Clear,83,37,9.491797867681939,4.101108449765124,0.8045895759235747,2025-01-25 13:00:58,Afternoon
V837,Motorcycle,107,462,173,0,V2X,Slice1,eMBB,220,109,Reinforcement Learning,99,22,0.7068089877224321,0.5461567301112639,9,-61,2,Fog,60,30,9.698349886154384,2.030230371513138,0.8296148352350174,2025-01-25 22:22:44,Morning
V838,Truck,32,686,981,1,V2V,Slice2,eMBB,274,95,Genetic Algorithm,94,43,0.9171478219588172,0.8180812414889251,4,-87,23,Clear,79,20,7.539938767730145,0.7375988673234651,0.7720333941302742,2025-01-25 06:38:16,Evening
V839,Sedan,41,716,933,1,V2X,Slice3,URLLC,125,108,Simulated Annealing,47,48,0.92397331912442,0.5104186078634009,4,-64,6,Snow,71,21,7.477909454251217,0.4867149908714197,0.9799676866021463,2025-01-25 13:48:27,Evening
V840,Sedan,107,224,178,0,V2V,Slice2,URLLC,238,227,Simulated Annealing,46,31,0.8065659552856539,0.5293360278007924,7,-75,68,Fog,116,24,8.451643831253957,1.1287296925888795,0.8136625457012594,2025-01-25 04:01:34,Morning
V841,Motorcycle,103,691,847,1,V2X,Slice3,mMTC,128,134,Reinforcement Learning,12,16,0.8912069402054684,0.8049715243865672,7,-77,50,Clear,90,39,7.173009035253495,0.27467858071477,0.7791370827861944,2025-01-25 02:54:32,Afternoon
V842,SUV,61,969,459,1,V2X,Slice1,URLLC,208,223,Genetic Algorithm,98,27,0.7811153293089774,0.8363100521466001,8,-73,73,Fog,40,30,8.343132704244713,4.340609033370987,0.8765711457256244,2025-01-25 15:05:28,Night
V843,Truck,95,705,486,1,V2I,Slice1,mMTC,148,145,Simulated Annealing,56,30,0.7978374359145839,0.5751699014909436,10,-80,20,Rain,93,48,7.646731012590137,3.520606801659196,0.7491438213181768,2025-01-25 00:56:49,Morning
V844,Motorcycle,112,9,940,0,V2X,Slice2,mMTC,225,92,Genetic Algorithm,15,36,0.8074020848285294,0.9230899067447351,1,-70,16,Fog,41,32,7.906124119283033,3.260695594771519,0.9190029196575743,2025-01-25 12:38:55,Afternoon
V845,Truck,56,89,909,1,V2V,Slice2,mMTC,264,32,Reinforcement Learning,54,17,0.9608292266745242,0.9008233058797468,4,-74,77,Fog,63,46,9.164368795083426,3.478685800365215,0.821939659555226,2025-01-25 06:13:12,Afternoon
V846,Sedan,55,422,136,0,V2V,Slice2,eMBB,209,34,Reinforcement Learning,96,41,0.9787736661713252,0.759785198378373,2,-79,55,Rain,116,44,6.4427355608042784,3.178117247487346,0.8567645896019404,2025-01-25 06:01:36,Morning
V847,Motorcycle,30,935,257,1,V2I,Slice1,URLLC,289,247,Simulated Annealing,48,14,0.9166001724617778,0.8958474243771313,9,-76,93,Snow,87,23,6.594972767552999,0.1785978284807188,0.9499338327248383,2025-01-25 06:44:02,Morning
V848,Truck,97,267,156,0,V2V,Slice3,eMBB,266,115,Reinforcement Learning,81,23,0.7560745737566985,0.9868015149373468,2,-90,69,Rain,104,35,6.459381107458453,2.8803878539828913,0.7433469519970255,2025-01-25 01:29:28,Afternoon
V849,SUV,113,412,828,0,V2I,Slice2,eMBB,246,130,Genetic Algorithm,14,11,0.9104858100544201,0.9640850413020865,5,-81,90,Snow,140,28,8.487265353626132,2.0648109130530705,0.8761845034095666,2025-01-25 10:37:27,Morning
V850,Truck,106,879,546,0,V2I,Slice3,mMTC,166,167,Genetic Algorithm,92,48,0.7767061878362145,0.4766182739990968,7,-71,3,Rain,43,16,9.470545930906098,0.7906626411110501,0.7101963583981158,2025-01-25 02:33:19,Morning
V851,Sedan,35,972,85,0,V2V,Slice2,URLLC,235,117,Genetic Algorithm,99,33,0.7427909714011652,0.6278255798540001,1,-69,62,Fog,48,41,9.607993486757236,3.3304161945482686,0.8195840091002884,2025-01-25 15:30:44,Evening
V852,Sedan,114,471,964,1,V2I,Slice3,eMBB,166,131,Simulated Annealing,91,22,0.8531444937022366,0.8340178275459097,3,-77,25,Clear,141,21,8.092535857829095,2.1393495904473765,0.95611063481435,2025-01-25 07:23:58,Morning
V853,Sedan,40,184,644,0,V2I,Slice3,mMTC,218,108,Genetic Algorithm,18,31,0.9708213183351049,0.45286636747876263,4,-81,0,Rain,137,39,8.59345320235151,1.2840851433192162,0.9175166803026136,2025-01-25 04:59:49,Morning
V854,SUV,104,360,939,0,V2I,Slice2,URLLC,255,170,Simulated Annealing,41,20,0.8108947512370736,0.48213190289253116,3,-78,71,Snow,89,49,8.76147238308237,3.6607636778395576,0.9355935586244277,2025-01-25 07:45:42,Afternoon
V855,Truck,104,798,561,1,V2I,Slice1,eMBB,80,125,Genetic Algorithm,32,28,0.8927577770722654,0.6410451427042463,6,-68,90,Fog,124,21,7.843970118783472,0.30151235157855893,0.8259945692598584,2025-01-25 17:36:05,Morning
V856,Motorcycle,107,19,310,1,V2V,Slice1,eMBB,225,162,Reinforcement Learning,48,39,0.9249998421804291,0.4037258768588944,1,-87,67,Fog,73,22,8.609258265673901,1.828559332553687,0.8431200059027011,2025-01-25 22:29:52,Evening
V857,SUV,73,906,467,0,V2X,Slice1,URLLC,255,137,Simulated Annealing,89,13,0.9543447946542971,0.6646349385264985,9,-72,34,Rain,114,47,7.415220893858854,1.3897560346251354,0.9520719637996808,2025-01-25 00:21:11,Afternoon
V858,Sedan,100,988,888,0,V2I,Slice2,URLLC,91,106,Simulated Annealing,75,37,0.7125082150173213,0.6356727688349354,5,-90,8,Fog,85,34,8.50976612860368,0.6091866238386212,0.851855907290229,2025-01-25 17:14:18,Evening
V859,Sedan,110,591,480,1,V2V,Slice2,eMBB,63,168,Simulated Annealing,16,20,0.8513453515967901,0.8248615814425477,7,-66,82,Fog,112,27,7.985239478660391,0.6502749214137304,0.8779623777677724,2025-01-25 22:34:10,Evening
V860,SUV,100,291,811,1,V2X,Slice3,eMBB,111,63,Simulated Annealing,61,13,0.9692481541279382,0.45421334933542074,1,-82,38,Clear,107,32,6.643516892275812,1.0767416596570496,0.952754654927504,2025-01-25 22:59:26,Evening
V861,Truck,28,149,580,1,V2X,Slice2,mMTC,247,63,Genetic Algorithm,79,25,0.7880191075627747,0.6653361995348612,7,-89,67,Snow,143,12,9.380002172591526,0.10158616373081963,0.9446524684645261,2025-01-25 23:42:13,Afternoon
V862,SUV,115,557,957,0,V2X,Slice3,eMBB,110,212,Reinforcement Learning,35,35,0.7223064566800106,0.977541630574128,2,-76,60,Rain,149,28,7.063530839519142,2.9818045088874556,0.7731174718143367,2025-01-25 02:18:13,Morning
V863,Motorcycle,59,444,774,0,V2X,Slice3,URLLC,108,102,Simulated Annealing,13,37,0.8114615670394734,0.9264972891321597,2,-79,90,Snow,42,35,6.417318847009728,2.5557007123461943,0.8762642156811377,2025-01-25 03:24:56,Night
V864,SUV,70,583,708,1,V2V,Slice1,mMTC,266,56,Reinforcement Learning,61,40,0.9146303379136352,0.8287849151671565,1,-83,7,Rain,69,46,9.323067128837467,4.28458337921972,0.7617184577092647,2025-01-25 05:08:41,Morning
V865,Motorcycle,89,659,640,1,V2X,Slice3,eMBB,93,59,Reinforcement Learning,47,16,0.9930452244074526,0.9868148161800855,2,-82,92,Fog,119,35,9.459159209376384,3.9777964189453336,0.7121062701612653,2025-01-25 08:14:59,Evening
V866,Sedan,101,511,210,1,V2V,Slice2,URLLC,269,192,Simulated Annealing,56,25,0.8689918875786106,0.4551326562054845,7,-85,31,Clear,103,35,6.192581913833391,4.889025378620217,0.731152382789594,2025-01-25 06:55:33,Afternoon
V867,Motorcycle,41,294,712,0,V2I,Slice1,eMBB,226,160,Simulated Annealing,72,36,0.9792516405880296,0.5506451166424735,9,-73,45,Clear,99,22,9.748762260145208,0.11305640565030972,0.8406573641517867,2025-01-25 20:57:13,Night
V868,Sedan,48,660,976,0,V2V,Slice2,URLLC,258,181,Simulated Annealing,10,47,0.9805986958470031,0.48435826120388675,8,-78,9,Rain,60,30,6.280301665727544,2.503388287179706,0.9666170056443335,2025-01-25 18:25:11,Evening
V869,Sedan,43,567,678,1,V2I,Slice2,mMTC,181,69,Reinforcement Learning,68,22,0.9444830749441014,0.8582029686148096,9,-64,18,Fog,95,32,6.835131766279071,0.8420357839961301,0.8432188862686414,2025-01-25 16:35:15,Afternoon
V870,Truck,50,235,392,1,V2I,Slice1,URLLC,77,58,Simulated Annealing,35,31,0.8334884568609988,0.9147810417106591,1,-63,52,Snow,106,26,6.02521618837031,2.347521944188639,0.7378611545109354,2025-01-25 08:19:18,Night
V871,Motorcycle,61,422,307,0,V2I,Slice1,eMBB,248,105,Reinforcement Learning,73,46,0.9191091015453114,0.7847157083728458,5,-88,17,Clear,79,20,6.058557175575039,0.9189445683679315,0.7427560749266663,2025-01-25 10:36:38,Afternoon
V872,Motorcycle,74,489,463,1,V2X,Slice2,eMBB,155,194,Simulated Annealing,37,32,0.9757275683717958,0.554837345023021,5,-79,61,Snow,127,26,6.339752634675827,0.3668346089729124,0.8861947166624116,2025-01-25 13:14:21,Evening
V873,Sedan,21,669,850,1,V2V,Slice2,URLLC,298,49,Genetic Algorithm,76,28,0.9554101263182264,0.47367482037591885,5,-61,89,Rain,99,25,9.541671061549104,4.150217458985467,0.9576200617641937,2025-01-25 00:54:54,Night
V874,Motorcycle,91,266,622,1,V2I,Slice2,URLLC,55,31,Reinforcement Learning,53,15,0.8691847792273784,0.7267641141732424,7,-66,29,Clear,83,46,6.228462265245629,2.1591187828483567,0.7960532626581762,2025-01-25 08:36:38,Afternoon
V875,SUV,69,599,717,0,V2X,Slice2,mMTC,155,229,Simulated Annealing,54,21,0.9647301646669326,0.4889343771695064,7,-86,92,Clear,61,28,8.979470338338883,3.4256944913729237,0.864993292524578,2025-01-25 03:33:57,Afternoon
V876,Truck,89,759,483,1,V2I,Slice3,eMBB,233,173,Simulated Annealing,22,20,0.9521578135550683,0.4971343390010452,8,-64,85,Fog,129,29,8.284098491206628,0.558538966543457,0.9677024060037194,2025-01-25 00:58:01,Morning
V877,SUV,48,343,803,1,V2X,Slice2,URLLC,278,153,Genetic Algorithm,11,21,0.7387132153135755,0.7345763484087827,1,-76,43,Clear,125,47,9.15048099733882,2.877490731674985,0.7397458305415069,2025-01-25 04:42:37,Night
V878,Truck,119,870,939,1,V2X,Slice1,URLLC,107,56,Genetic Algorithm,18,17,0.7846627202151922,0.4582791962425983,1,-71,75,Snow,53,22,9.329258070149539,4.141972993041632,0.7469519604452322,2025-01-25 03:20:49,Night
V879,Sedan,42,362,888,1,V2I,Slice1,eMBB,284,190,Simulated Annealing,78,20,0.952300142786668,0.9480433256977767,6,-62,46,Rain,41,23,7.689498781293981,4.457260961427412,0.8131551965293201,2025-01-25 12:53:24,Afternoon
V880,Truck,59,252,962,1,V2V,Slice2,URLLC,290,117,Simulated Annealing,75,19,0.9294876802797453,0.5236245983386242,5,-85,22,Rain,108,23,6.609137227318425,1.5138174816235077,0.836032391408849,2025-01-25 20:22:00,Night
V881,Sedan,116,595,153,1,V2X,Slice1,mMTC,270,71,Reinforcement Learning,33,38,0.8150555747246468,0.8959557387866764,7,-73,61,Fog,82,19,6.005930369252751,4.557370961805807,0.7688472449666283,2025-01-25 11:33:50,Morning
V882,Sedan,99,461,110,0,V2X,Slice1,URLLC,177,106,Reinforcement Learning,98,24,0.8583242189281575,0.7447249575117996,7,-67,60,Snow,78,19,9.553414536549674,2.436753919155464,0.8648823659783399,2025-01-25 02:41:53,Morning
V883,Motorcycle,55,982,778,0,V2X,Slice3,eMBB,141,244,Genetic Algorithm,78,43,0.995679052226524,0.4930285647032671,9,-80,53,Fog,108,49,8.177787802159687,1.2336293395065534,0.9694257519309852,2025-01-25 00:19:02,Evening
V884,Truck,47,412,682,1,V2I,Slice3,URLLC,132,249,Genetic Algorithm,41,10,0.815049485813437,0.9836445963788781,2,-84,8,Fog,133,39,8.056102973795719,2.7532650190814385,0.9653737609796877,2025-01-25 16:17:20,Afternoon
V885,Sedan,43,206,795,1,V2X,Slice1,mMTC,127,41,Reinforcement Learning,87,48,0.7666276771868751,0.7117773018920719,10,-74,74,Snow,57,13,8.963594873924214,3.4410168107894803,0.7185690647818028,2025-01-25 07:42:28,Night
V886,Sedan,74,979,551,0,V2X,Slice1,eMBB,159,31,Simulated Annealing,26,15,0.9035674243450296,0.5473306167190987,7,-82,20,Fog,128,26,7.3110293757645515,0.4117747367777086,0.881057749030555,2025-01-25 18:22:09,Evening
V887,Sedan,68,729,746,0,V2V,Slice3,URLLC,62,144,Simulated Annealing,83,38,0.7524797391071295,0.5361510094939962,5,-84,74,Clear,112,23,9.974078249947471,3.467792390296533,0.7645159359528497,2025-01-25 03:53:16,Night
V888,Truck,23,380,374,1,V2V,Slice1,eMBB,78,234,Reinforcement Learning,92,36,0.7299891850101979,0.47780517472130624,2,-61,94,Fog,134,31,8.272405514301429,3.7859823389381346,0.8992233229618929,2025-01-25 00:47:04,Evening
V889,Motorcycle,67,11,10,0,V2I,Slice2,URLLC,212,43,Simulated Annealing,62,43,0.9637579731555203,0.7364991190357815,1,-73,95,Clear,41,20,6.284352201416038,2.1548312416069173,0.8705608744360096,2025-01-25 13:16:53,Night
V890,Truck,32,691,779,0,V2X,Slice2,mMTC,90,204,Reinforcement Learning,93,22,0.9637491159356246,0.77207945397643,1,-89,40,Clear,149,15,6.691526267165054,4.480098564995964,0.7671180013529018,2025-01-25 23:23:26,Evening
V891,SUV,63,502,425,0,V2V,Slice2,mMTC,238,200,Genetic Algorithm,85,48,0.9305445373264054,0.7482192070168769,1,-88,15,Fog,138,44,7.195138140107723,1.1101877085620186,0.9822984856691301,2025-01-25 17:40:27,Afternoon
V892,Sedan,111,214,346,1,V2V,Slice3,eMBB,51,183,Reinforcement Learning,99,27,0.7052284345962226,0.9050030596461159,2,-65,75,Fog,115,34,6.620614099515982,0.9518284963008927,0.842004791371433,2025-01-25 18:52:04,Afternoon
V893,Sedan,113,914,331,0,V2X,Slice1,eMBB,115,51,Simulated Annealing,84,23,0.7621522355756122,0.44151554395955483,2,-80,9,Snow,71,36,9.633066478089463,3.1324036765553576,0.8175910835165731,2025-01-25 21:59:54,Night
V894,Truck,78,32,32,0,V2V,Slice1,URLLC,75,94,Genetic Algorithm,19,30,0.9376969686465355,0.4169621541657666,7,-77,69,Fog,131,14,7.831834957666523,2.2981987251566864,0.9374698882571391,2025-01-25 22:29:02,Afternoon
V895,Truck,41,408,4,1,V2V,Slice2,eMBB,178,225,Simulated Annealing,82,41,0.9420822877120106,0.9073589599491743,8,-76,83,Snow,97,46,7.674500457793348,2.0881752687170967,0.7892867724072884,2025-01-25 09:53:00,Evening
V896,Truck,114,894,276,0,V2I,Slice1,URLLC,269,237,Genetic Algorithm,36,40,0.8454765360863729,0.4719395262897939,10,-62,34,Snow,71,31,9.01742340838515,3.1338428589340124,0.877549831796217,2025-01-25 05:45:44,Afternoon
V897,Sedan,26,144,29,1,V2I,Slice2,mMTC,214,102,Reinforcement Learning,19,45,0.9514244272406059,0.4867298916723108,1,-87,41,Fog,104,34,9.297241927466152,1.8265709061560431,0.7613631145786672,2025-01-25 04:20:02,Night
V898,Truck,96,159,416,0,V2V,Slice2,eMBB,275,209,Genetic Algorithm,41,38,0.956313457331629,0.7229857833706328,9,-65,74,Clear,114,25,7.048940614451907,4.790642593610111,0.7183743011586821,2025-01-25 16:22:48,Afternoon
V899,Sedan,48,85,585,1,V2I,Slice2,eMBB,159,195,Reinforcement Learning,14,33,0.9443378593894052,0.6440225431602284,2,-67,1,Rain,99,11,6.189163483873825,4.506834753914994,0.8494984278406257,2025-01-25 17:09:03,Morning
V900,Truck,57,33,512,0,V2X,Slice1,mMTC,73,140,Genetic Algorithm,19,38,0.9271581153460733,0.7999629120864078,2,-77,18,Clear,84,11,6.5689798555311025,1.5504996878979975,0.7488330999099577,2025-01-25 12:47:26,Morning
V901,Motorcycle,111,357,540,1,V2I,Slice2,eMBB,226,201,Simulated Annealing,19,19,0.9470531582188689,0.5141303855471768,4,-62,25,Rain,55,36,9.441064762976971,0.9614385547254112,0.808209188913994,2025-01-25 04:43:00,Evening
V902,Truck,36,459,326,1,V2X,Slice3,mMTC,237,60,Simulated Annealing,55,45,0.7349026112484683,0.9043460969038873,7,-73,34,Rain,127,19,7.6671062453844225,0.8883079492748014,0.8428612132049487,2025-01-25 00:20:49,Evening
